TP2,ECH,PER,NDEP,T1,T2,T3,T4,T5,T6,T7,T8,T8B,T8C,T9,T10,T11,TOIS,TDIS,TDIP,TDMO,TDMD,menage_id_constr,person_id_constr,deplacement_id_constr,household_id,person_id,trip_id,trajet_id_constr,trajet_id
1010,0007,01,03,1,1,33,1015,1105,5,,,,,,,,3486,5229,5229,67,333,10100007,1010000701,101000070103,11,17,86,1010000701031,32
1010,0007,01,04,1,5,33,1105,1015,1,,,,,,,,3486,5229,5229,333,67,10100007,1010000701,101000070104,11,17,87,1010000701041,33
1010,0022,01,02,1,3,33,1095,1015,2,,,,,,,,2068,3102,3102,200,133,10100022,1010002201,101000220102,12,18,89,1010002201021,34
1010,0046,01,01,1,2,33,1025,1015,0,,,,,,,,1328,1991,1991,133,0,10100046,1010004601,101000460101,13,19,94,1010004601011,35
1010,0046,01,01,2,0,32,1015,1185,8,,,,,,,,1546,2319,2319,0,533,10100046,1010004601,101000460101,13,19,94,1010004601012,36
1010,0046,01,02,1,8,32,1185,1015,0,,,,,,,,1546,2319,2319,533,0,10100046,1010004601,101000460102,13,19,95,1010004601021,37
1010,0046,01,02,2,0,33,1015,1025,2,,,,,,,,1328,1991,1991,0,133,10100046,1010004601,101000460102,13,19,95,1010004601022,38
1010,0061,01,01,1,3,33,1025,1105,0,,,,,,,,3054,4581,4581,200,0,10100061,1010006101,101000610101,14,20,96,1010006101011,39
1010,0061,01,01,2,0,31,1105,1308,4,,,,,,,,822,1233,1233,0,267,10100061,1010006101,101000610101,14,20,96,1010006101012,40
1010,0061,01,02,1,4,31,1308,1105,0,,,,,,,,822,1233,1233,267,0,10100061,1010006101,101000610102,14,20,97,1010006101021,41
1010,0061,01,02,2,0,33,1105,1025,3,,,,,,,,3054,4581,4581,0,200,10100061,1010006101,101000610102,14,20,97,1010006101022,42
1010,0100,01,01,1,10,32,1015,1195,10,,,,,,,,3071,4607,4607,667,667,10100100,1010010001,101001000101,16,23,105,1010010001011,43
1010,0100,01,02,1,5,31,1190,1025,2,,,,,,,,4152,6228,6228,333,133,10100100,1010010001,101001000102,16,23,106,1010010001021,44
1010,0100,01,03,1,10,32,1015,1195,10,,,,,,,,3071,4607,4607,667,667,10100100,1010010001,101001000103,16,23,107,1010010001031,45
1010,0100,01,04,1,10,32,1195,1015,0,,,,,,,,3071,4607,4607,667,0,10100100,1010010001,101001000104,16,23,108,1010010001041,46
1010,0100,01,05,1,0,33,1015,1045,99,,,,,,,,2502,3753,3753,0,6600,10100100,1010010001,101001000105,16,23,109,1010010001051,47
1010,0103,02,01,1,1,31,1025,1095,0,,,,,,,,1711,2566,2566,67,0,10100103,1010010302,101001030201,17,25,114,1010010302011,48
1010,0103,02,01,2,0,31,1095,1080,1,,,,,,,,1059,1588,1588,0,67,10100103,1010010302,101001030201,17,25,114,1010010302012,49
1010,0103,02,02,1,3,33,1095,1025,3,,,,,,,,1436,2154,2154,200,200,10100103,1010010302,101001030202,17,25,115,1010010302021,50
1010,0103,02,03,1,1,31,1025,1095,0,,,,,,,,1711,2566,2566,67,0,10100103,1010010302,101001030203,17,25,116,1010010302031,51
1010,0103,02,03,2,0,31,1095,1080,1,,,,,,,,1059,1588,1588,0,67,10100103,1010010302,101001030203,17,25,116,1010010302032,52
1010,0103,02,04,1,3,33,1095,1025,3,,,,,,,,1436,2154,2154,200,200,10100103,1010010302,101001030204,17,25,117,1010010302041,53
1010,0112,01,01,1,0,21,1010,1020,0,1.0,2.0,0.0,1.0,0.0,,0.0,804,1433,1433,0,0,10100112,1010011201,101001120101,18,26,118,1010011201011,54
1010,0112,01,02,1,0,21,1020,1350,0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,15059,23630,19986,0,0,10100112,1010011201,101001120102,18,26,119,1010011201021,55
1010,0112,01,03,1,0,21,1350,1020,0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,15059,22946,19672,0,0,10100112,1010011201,101001120103,18,26,120,1010011201031,56
1010,0112,01,04,1,0,21,1020,1090,0,1.0,2.0,0.0,1.0,0.0,,0.0,1943,3689,3689,0,0,10100112,1010011201,101001120104,18,26,121,1010011201041,57
1010,0112,01,05,1,0,21,1090,1010,3,1.0,1.0,0.0,0.0,2.0,3.0,3.0,2645,3716,3716,0,200,10100112,1010011201,101001120105,18,26,122,1010011201051,58
1010,0112,01,06,1,3,21,1010,1090,1,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2645,3729,3729,200,67,10100112,1010011201,101001120106,18,26,123,1010011201061,59
1010,0112,01,07,1,1,21,1090,1010,0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2645,3716,3716,67,0,10100112,1010011201,101001120107,18,26,124,1010011201071,60
1010,0112,02,01,1,2,21,1010,9621,2,2.0,1.0,0.0,0.0,2.0,2.0,3.0,91695,111571,19431,133,133,10100112,1010011202,101001120201,18,27,125,1010011202011,61
1010,0112,02,02,1,2,21,9621,1350,0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,76856,96991,897,133,0,10100112,1010011202,101001120202,18,27,126,1010011202021,62
1010,0112,02,03,1,0,21,1350,1010,2,2.0,1.0,0.0,0.0,1.0,3.0,0.0,14870,23685,20411,0,133,10100112,1010011202,101001120203,18,27,127,1010011202031,63
1010,0112,04,01,1,3,33,1025,1035,1,,,,,,,,1791,2686,2686,200,67,10100112,1010011204,101001120401,18,29,130,1010011204011,64
1010,0112,04,02,1,1,33,1035,1025,7,,,,,,,,1122,1684,1684,67,467,10100112,1010011204,101001120402,18,29,131,1010011204021,65
1010,0112,06,01,1,0,22,1010,1020,0,,,,,,,,804,1433,1433,0,0,10100112,1010011206,101001120601,18,31,141,1010011206011,66
1010,0112,06,02,1,0,22,1020,1090,0,,,,,,,,1943,3689,3689,0,0,10100112,1010011206,101001120602,18,31,142,1010011206021,67
1010,0112,06,03,1,1,22,1090,1010,0,,,,,,,,2645,3716,3716,67,0,10100112,1010011206,101001120603,18,31,143,1010011206031,68
1010,0159,01,01,1,3,33,1025,1125,3,,,,,,,,3975,5963,5963,200,200,10100159,1010015901,101001590101,19,32,144,1010015901011,69
1010,0159,01,04,1,3,33,1125,1025,3,,,,,,,,3975,5963,5963,200,200,10100159,1010015901,101001590104,19,32,147,1010015901041,70
1010,0159,01,05,1,3,33,1025,1035,1,,,,,,,,839,1259,1259,200,67,10100159,1010015901,101001590105,19,32,148,1010015901051,71
1010,0159,01,05,2,1,21,1030,1090,1,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2139,3046,3046,67,67,10100159,1010015901,101001590105,19,32,148,1010015901052,72
1010,0159,01,06,1,1,21,1090,1010,1,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2645,3716,3716,67,67,10100159,1010015901,101001590106,19,32,149,1010015901061,73
1010,0159,02,01,1,5,51,1015,8756,5,,,,,,,,201881,302822,20256,333,333,10100159,1010015902,101001590201,19,33,150,1010015902011,74
1010,0159,02,02,1,5,39,8756,9750,4,,,,,,,,5372,8058,0,333,267,10100159,1010015902,101001590202,19,33,151,1010015902021,75
1010,0159,03,01,1,0,11,1010,1015,0,0.0,1.0,0.0,0.0,6.0,,0.0,656,1022,1022,0,0,10100159,1010015903,101001590301,19,34,152,1010015903011,76
1010,0159,03,01,2,0,51,1015,9620,0,,,,,,,,43833,65749,18192,0,0,10100159,1010015903,101001590301,19,34,152,1010015903012,77
1010,0159,03,01,3,0,11,9620,9620,0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,955,1719,0,0,0,10100159,1010015903,101001590301,19,34,152,1010015903013,78
1010,0159,03,02,1,0,11,9620,9620,0,0.0,1.0,0.0,0.0,6.0,,0.0,955,1719,0,0,0,10100159,1010015903,101001590302,19,34,153,1010015903021,79
1010,0159,03,02,2,0,51,9620,1015,0,,,,,,,,43833,65749,18591,0,0,10100159,1010015903,101001590302,19,34,153,1010015903022,80
1010,0159,03,02,3,0,11,1015,1010,0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,656,1022,1022,0,0,10100159,1010015903,101001590302,19,34,153,1010015903023,81
1010,0159,03,03,1,0,11,1010,1051,0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,677,808,808,0,0,10100159,1010015903,101001590303,19,34,154,1010015903031,82
1010,0159,03,04,1,0,11,1051,1010,0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,677,808,808,0,0,10100159,1010015903,101001590304,19,34,155,1010015903041,83
1010,0159,03,07,1,0,11,1010,1030,0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1063,1417,1417,0,0,10100159,1010015903,101001590307,19,34,158,1010015903071,84
1010,0159,03,08,1,0,11,1030,1020,0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,510,1532,1532,0,0,10100159,1010015903,101001590308,19,34,159,1010015903081,85
1010,0159,03,09,1,0,11,1020,1010,0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,766,1453,1453,0,0,10100159,1010015903,101001590309,19,34,160,1010015903091,86
1010,0024,01,03,1,2,22,1010,1010,2,,,,,,,,458,715,715,133,133,10100024,1010002401,101000240103,20,35,163,1010002401031,87
1010,0024,01,04,1,2,22,1010,1010,0,,,,,,,,458,1000,1000,133,0,10100024,1010002401,101000240104,20,35,164,1010002401041,88
1010,0025,01,05,1,1,22,1010,1030,0,,,,,,,,1276,1521,1521,67,0,10100025,1010002501,101000250105,21,36,169,1010002501051,89
1010,0025,01,06,1,0,22,1030,1010,1,,,,,,,,1276,1470,1470,0,67,10100025,1010002501,101000250106,21,36,170,1010002501061,90
1010,0120,01,01,1,2,21,1010,1500,3,1.0,1.0,0.0,0.0,2.0,2.0,2.0,8866,11311,11311,133,200,10100120,1010012001,101001200101,22,38,171,1010012001011,91
1010,0120,01,02,1,3,21,1500,1561,1,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1378,2037,2037,200,67,10100120,1010012001,101001200102,22,38,172,1010012001021,92
1010,0120,01,03,1,1,21,1561,1500,3,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1378,1908,1908,67,200,10100120,1010012001,101001200103,22,38,173,1010012001031,93
1010,0120,01,04,1,3,21,1500,1010,5,1.0,1.0,0.0,0.0,2.0,3.0,2.0,8866,19244,19244,200,333,10100120,1010012001,101001200104,22,38,174,1010012001041,94
1010,0041,01,01,1,3,10,1010,1010,0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,216,314,314,200,0,10100041,1010004101,101000410101,23,40,185,1010004101011,95
1010,0041,01,02,1,0,10,1010,1010,3,0.0,1.0,0.0,0.0,1.0,2.0,0.0,216,314,314,0,200,10100041,1010004101,101000410102,23,40,186,1010004101021,96
1010,0042,01,01,1,0,21,1010,9596,3,1.0,1.0,0.0,0.0,3.0,2.0,3.0,45238,52991,14440,0,200,10100042,1010004201,101000420101,24,41,193,1010004201011,97
1010,0042,01,02,1,3,21,9596,1010,0,1.0,2.0,1.0,0.0,0.0,,0.0,44736,52216,14537,200,0,10100042,1010004201,101000420102,24,41,194,1010004201021,98
1010,0042,01,03,1,0,21,1010,1010,0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,525,868,868,0,0,10100042,1010004201,101000420103,24,41,195,1010004201031,99
1010,0066,01,02,1,2,31,1060,1010,1,,,,,,,,614,920,920,133,67,10100066,1010006601,101000660102,25,42,197,1010006601021,100
1010,0066,01,02,2,1,33,1015,1255,0,,,,,,,,6343,9514,9514,67,0,10100066,1010006601,101000660102,25,42,197,1010006601022,101
1010,0066,01,02,3,0,22,1253,1248,0,,,,,,,,791,2322,2322,0,0,10100066,1010006601,101000660102,25,42,197,1010006601023,102
1010,0066,01,04,1,0,22,1248,1250,0,,,,,,,,1364,2353,2353,0,0,10100066,1010006601,101000660104,25,42,199,1010006601041,103
1010,0066,01,05,1,0,22,1250,1248,0,,,,,,,,1364,2304,2304,0,0,10100066,1010006601,101000660105,25,42,200,1010006601051,104
1010,0066,01,06,1,0,22,1248,1253,0,,,,,,,,791,2378,2378,0,0,10100066,1010006601,101000660106,25,42,201,1010006601061,105
1010,0066,01,06,2,0,33,1255,1015,3,,,,,,,,6343,9514,9514,0,200,10100066,1010006601,101000660106,25,42,201,1010006601062,106
1010,0131,02,04,1,15,51,1015,8756,0,,,,,,,,201881,302822,20256,1000,0,10100131,1010013102,101001310204,28,46,220,1010013102041,107
1010,0131,02,04,2,0,39,8756,8756,3,,,,,,,,5399,8099,0,0,200,10100131,1010013102,101001310204,28,46,220,1010013102042,108
1010,0131,02,08,1,27,51,8756,1015,15,,,,,,,,201881,302822,20986,1800,1000,10100131,1010013102,101001310208,28,46,224,1010013102081,109
1010,0001,01,01,1,1,22,9990,1010,1,,,,,,,,744858,895958,14363,67,67,10100001,1010000101,101000010101,31,50,234,1010000101011,110
1010,0001,01,02,1,1,22,1010,1240,2,,,,,,,,5860,12439,12439,67,133,10100001,1010000101,101000010102,31,50,235,1010000101021,111
1010,0001,01,03,1,2,22,1240,1010,1,,,,,,,,5860,12450,12450,133,67,10100001,1010000101,101000010103,31,50,236,1010000101031,112
1010,0029,01,01,1,7,33,1025,1095,4,,,,,,,,1436,2154,2154,467,267,10100029,1010002901,101000290101,32,51,237,1010002901011,113
1010,0029,01,02,1,4,33,1095,1025,7,,,,,,,,1436,2154,2154,267,467,10100029,1010002901,101000290102,32,51,238,1010002901021,114
1010,0048,01,01,1,3,33,1015,1255,2,,,,,,,,6343,9514,9514,200,133,10100048,1010004801,101000480101,33,52,245,1010004801011,115
1010,0048,01,02,1,2,33,1255,1255,4,,,,,,,,2215,3322,3322,133,267,10100048,1010004801,101000480102,33,52,246,1010004801021,116
1010,0048,01,03,1,4,33,1255,1015,0,,,,,,,,4319,6479,6479,267,0,10100048,1010004801,101000480103,33,52,247,1010004801031,117
1010,0051,01,01,1,15,51,9620,1015,5,,,,,,,,43833,65749,18591,1000,333,10100051,1010005101,101000510101,34,54,251,1010005101011,118
1010,0110,01,01,1,8,33,1015,1095,3,,,,,,,,2068,3102,3102,533,200,10100110,1010011001,101001100101,35,56,254,1010011001011,119
1010,0110,01,02,1,3,33,1095,1015,8,,,,,,,,2068,3102,3102,200,533,10100110,1010011001,101001100102,35,56,255,1010011001021,120
1010,0015,01,01,1,0,21,9625,9621,0,1.0,2.0,1.0,0.0,0.0,,0.0,4976,5625,0,0,0,10100015,1010001501,101000150101,37,58,263,1010001501011,121
1010,0015,01,02,1,0,21,9621,9621,0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1003,1805,0,0,0,10100015,1010001501,101000150102,37,58,264,1010001501021,122
1010,0015,01,03,1,0,21,9621,9625,0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,4976,5667,0,0,0,10100015,1010001501,101000150103,37,58,265,1010001501031,123
1010,0015,01,04,1,0,21,9625,9621,0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,4976,5625,0,0,0,10100015,1010001501,101000150104,37,58,266,1010001501041,124
1010,0015,01,05,1,0,21,9621,9625,0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,4976,5667,0,0,0,10100015,1010001501,101000150105,37,58,267,1010001501051,125
1010,0015,01,06,1,0,21,9625,1010,2,1.0,1.0,0.0,0.0,2.0,2.0,5.0,29448,40292,26582,0,133,10100015,1010001501,101000150106,37,58,268,1010001501061,126
1010,0015,01,07,1,2,21,1010,1254,0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,4404,8738,8738,133,0,10100015,1010001501,101000150107,37,58,269,1010001501071,127
1010,0015,01,08,1,0,21,1254,1010,1,1.0,1.0,0.0,0.0,2.0,2.0,1.0,4404,8594,8594,0,67,10100015,1010001501,101000150108,37,58,270,1010001501081,128
1010,0075,01,01,1,5,33,1015,1095,10,,,,,,,,2068,3102,3102,333,667,10100075,1010007501,101000750101,38,59,271,1010007501011,129
1010,0075,01,02,1,10,33,1095,1015,1,,,,,,,,2068,3102,3102,667,67,10100075,1010007501,101000750102,38,59,272,1010007501021,130
1010,0078,01,01,1,3,33,1025,1045,4,,,,,,,,2273,3410,3410,200,267,10100078,1010007801,101000780101,39,60,274,1010007801011,131
1010,0078,01,02,1,2,33,1045,1025,3,,,,,,,,2273,3410,3410,133,200,10100078,1010007801,101000780102,39,60,275,1010007801021,132
1010,0078,01,04,1,1,33,1015,1475,1,,,,,,,,9746,14619,14619,67,67,10100078,1010007801,101000780104,39,60,277,1010007801041,133
1010,0078,01,05,1,1,33,1475,1015,1,,,,,,,,9746,14619,14619,67,67,10100078,1010007801,101000780105,39,60,278,1010007801051,134
1010,0085,01,01,1,0,21,1010,1081,0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1867,2710,2710,0,0,10100085,1010008501,101000850101,40,61,280,1010008501011,135
1010,0085,01,02,1,0,21,1081,1010,0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1867,3586,3586,0,0,10100085,1010008501,101000850102,40,61,281,1010008501021,136
1010,0085,02,02,1,2,33,1025,1575,0,,,,,,,,5445,8168,8168,133,0,10100085,1010008502,101000850202,40,62,285,1010008502021,137
1010,0085,02,02,2,0,32,1575,1235,10,,,,,,,,1077,1615,1615,0,667,10100085,1010008502,101000850202,40,62,285,1010008502022,138
1010,0085,02,03,1,5,32,1235,1575,0,,,,,,,,1077,1615,1615,333,0,10100085,1010008502,101000850203,40,62,286,1010008502031,139
1010,0085,02,03,2,0,33,1575,1015,2,,,,,,,,5168,7752,7752,0,133,10100085,1010008502,101000850203,40,62,286,1010008502032,140
1010,0127,02,01,1,0,21,1010,9595,0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,32527,42423,13954,0,0,10100127,1010012702,101001270201,41,65,287,1010012702011,141
1010,0127,02,02,1,0,21,9595,1010,0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,32527,43284,13961,0,0,10100127,1010012702,101001270202,41,65,288,1010012702021,142
1010,0130,02,01,1,5,10,1015,1060,0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1221,1571,1571,333,0,10100130,1010013002,101001300201,42,67,296,1010013002011,143
1010,0130,02,02,1,0,10,1060,1080,0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2904,3726,3726,0,0,10100130,1010013002,101001300202,42,67,297,1010013002021,144
1010,0130,02,03,1,0,10,1080,1015,5,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1793,2892,2892,0,333,10100130,1010013002,101001300203,42,67,298,1010013002031,145
1010,0145,01,01,1,0,21,9594,1010,0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,46300,63340,13961,0,0,10100145,1010014501,101001450101,44,70,307,1010014501011,146
1010,0145,01,10,1,0,21,1010,9594,0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,46300,63682,13954,0,0,10100145,1010014501,101001450110,44,70,316,1010014501101,147
1010,0153,01,01,1,2,33,1025,1015,0,,,,,,,,420,630,630,133,0,10100153,1010015301,101001530101,45,71,317,1010015301011,148
1010,0153,01,01,2,0,33,1015,1255,3,,,,,,,,5768,8652,8652,0,200,10100153,1010015301,101001530101,45,71,317,1010015301012,149
1010,0153,01,02,1,3,33,1255,1015,0,,,,,,,,5768,8652,8652,200,0,10100153,1010015301,101001530102,45,71,318,1010015301021,150
1010,0153,01,02,2,0,33,1015,1025,2,,,,,,,,420,630,630,0,133,10100153,1010015301,101001530102,45,71,318,1010015301022,151
1010,0014,01,08,1,0,22,1010,1050,1,,,,,,,,1204,2038,2038,0,67,10100014,1010001401,101000140108,46,72,326,1010001401081,152
1010,0014,01,09,1,1,22,1050,1020,0,,,,,,,,1201,1901,1901,67,0,10100014,1010001401,101000140109,46,72,327,1010001401091,153
1010,0014,01,10,1,0,22,1020,1010,0,,,,,,,,422,638,638,0,0,10100014,1010001401,101000140110,46,72,328,1010001401101,154
1010,0067,01,03,1,1,21,1010,9595,0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,34209,38716,13138,67,0,10100067,1010006701,101000670103,47,75,337,1010006701031,155
1010,0067,01,04,1,0,21,9595,1010,1,1.0,1.0,0.0,0.0,1.0,2.0,0.0,34209,39723,14114,0,67,10100067,1010006701,101000670104,47,75,338,1010006701041,156
1010,0082,01,01,1,4,51,1015,1515,7,,,,,,,,9263,13894,13894,267,467,10100082,1010008201,101000820101,48,76,339,1010008201011,157
1010,0082,01,04,1,7,51,1515,1015,4,,,,,,,,9263,13894,13894,467,267,10100082,1010008201,101000820104,48,76,342,1010008201041,158
1010,0082,02,01,1,4,51,1015,1515,7,,,,,,,,9263,13894,13894,267,467,10100082,1010008202,101000820201,48,77,343,1010008202011,159
1010,0082,02,04,1,7,33,1515,1015,4,,,,,,,,9263,13894,13894,467,267,10100082,1010008202,101000820204,48,77,346,1010008202041,160
1010,0149,02,01,1,7,51,1015,3036,5,,,,,,,,20272,30408,19060,467,333,10100149,1010014902,101001490201,49,79,351,1010014902011,161
1010,0149,02,02,1,5,51,3036,1015,7,,,,,,,,20272,30408,19686,333,467,10100149,1010014902,101001490202,49,79,352,1010014902021,162
1010,0156,01,01,1,1,22,1010,9990,2,,,,,,,,230289,282058,19039,67,133,10100156,1010015601,101001560101,50,80,355,1010015601011,163
1010,0156,01,02,1,2,22,9990,5210,3,,,,,,,,171554,210356,0,133,200,10100156,1010015601,101001560102,50,80,356,1010015601021,164
1010,0156,01,03,1,3,22,5210,1010,1,,,,,,,,93452,112704,16457,200,67,10100156,1010015601,101001560103,50,80,357,1010015601031,165
1010,0008,01,01,1,3,33,1015,1235,1,,,,,,,,5122,7683,7683,200,67,10100008,1010000801,101000080101,52,82,363,1010000801011,166
1010,0008,01,01,2,1,31,1230,1238,0,,,,,,,,1444,2166,2166,67,0,10100008,1010000801,101000080101,52,82,363,1010000801012,167
1010,0008,01,02,1,0,22,1238,1550,0,,,,,,,,2439,3344,3344,0,0,10100008,1010000801,101000080102,52,82,364,1010000801021,168
1010,0008,01,03,1,0,22,1550,1238,0,,,,,,,,2439,4242,4242,0,0,10100008,1010000801,101000080103,52,82,365,1010000801031,169
1010,0008,01,04,1,0,31,1238,1230,5,,,,,,,,1444,2166,2166,0,333,10100008,1010000801,101000080104,52,82,366,1010000801041,170
1010,0008,01,04,2,5,32,1575,1015,5,,,,,,,,5168,7752,7752,333,333,10100008,1010000801,101000080104,52,82,366,1010000801042,171
1010,0021,01,01,1,5,31,1015,1190,5,,,,,,,,3044,4566,4566,333,333,10100021,1010002101,101000210101,53,83,368,1010002101011,172
1010,0021,01,02,1,5,31,1190,1015,5,,,,,,,,3044,4566,4566,333,333,10100021,1010002101,101000210102,53,83,369,1010002101021,173
